parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate
alpha0_172	alpha0_172	lin	1e-06	100.0	1.0	1
alpha0_173	alpha0_173	lin	1e-06	100.0	1.0	1
alpha0_174	alpha0_174	lin	1e-06	100.0	1.0	1
alpha0_175	alpha0_175	lin	1e-06	100.0	1.0	1
alpha0_176	alpha0_176	lin	1e-06	100.0	1.0	1
alpha0_177	alpha0_177	lin	1e-06	100.0	1.0	1
alpha0_178	alpha0_178	lin	1e-06	100.0	1.0	1
alpha0_179	alpha0_179	lin	1e-06	100.0	1.0	1
alpha0_180	alpha0_180	lin	1e-06	100.0	1.0	1
alpha0_181	alpha0_181	lin	1e-06	100.0	1.0	1
alpha0_182	alpha0_182	lin	1e-06	100.0	1.0	1
alpha0_183	alpha0_183	lin	1e-06	100.0	1.0	1
alpha0_184	alpha0_184	lin	1e-06	100.0	1.0	1
alpha0_185	alpha0_185	lin	1e-06	100.0	1.0	1
alpha0_186	alpha0_186	lin	1e-06	100.0	1.0	1
alpha0_187	alpha0_187	lin	1e-06	100.0	1.0	1
alpha0_188	alpha0_188	lin	1e-06	100.0	1.0	1
alpha0_189	alpha0_189	lin	1e-06	100.0	1.0	1
alpha0_190	alpha0_190	lin	1e-06	100.0	1.0	1
alpha0_191	alpha0_191	lin	1e-06	100.0	1.0	1
alpha0_192	alpha0_192	lin	1e-06	100.0	1.0	1
alpha0_193	alpha0_193	lin	1e-06	100.0	1.0	1
alpha0_194	alpha0_194	lin	1e-06	100.0	1.0	1
alpha0_195	alpha0_195	lin	1e-06	100.0	1.0	1
alpha0_196	alpha0_196	lin	1e-06	100.0	1.0	1
alpha0_197	alpha0_197	lin	1e-06	100.0	1.0	1
alpha0_198	alpha0_198	lin	1e-06	100.0	1.0	1
alpha0_199	alpha0_199	lin	1e-06	100.0	1.0	1
alpha0_200	alpha0_200	lin	1e-06	100.0	1.0	1
m0_1	m0_1	lin	1e-06	100.0	1.0	1
m0_2	m0_2	lin	1e-06	100.0	1.0	1
m0_3	m0_3	lin	1e-06	100.0	1.0	1
m0_4	m0_4	lin	1e-06	100.0	1.0	1
m0_5	m0_5	lin	1e-06	100.0	1.0	1
m0_6	m0_6	lin	1e-06	100.0	1.0	1
m0_7	m0_7	lin	1e-06	100.0	1.0	1
m0_8	m0_8	lin	1e-06	100.0	1.0	1
m0_9	m0_9	lin	1e-06	100.0	1.0	1
m0_10	m0_10	lin	1e-06	100.0	1.0	1
m0_11	m0_11	lin	1e-06	100.0	1.0	1
m0_12	m0_12	lin	1e-06	100.0	1.0	1
m0_13	m0_13	lin	1e-06	100.0	1.0	1
m0_14	m0_14	lin	1e-06	100.0	1.0	1
m0_15	m0_15	lin	1e-06	100.0	1.0	1
m0_16	m0_16	lin	1e-06	100.0	1.0	1
m0_17	m0_17	lin	1e-06	100.0	1.0	1
m0_18	m0_18	lin	1e-06	100.0	1.0	1
m0_19	m0_19	lin	1e-06	100.0	1.0	1
m0_20	m0_20	lin	1e-06	100.0	1.0	1
m0_21	m0_21	lin	1e-06	100.0	1.0	1
m0_22	m0_22	lin	1e-06	100.0	1.0	1
m0_23	m0_23	lin	1e-06	100.0	1.0	1
m0_24	m0_24	lin	1e-06	100.0	1.0	1
m0_25	m0_25	lin	1e-06	100.0	1.0	1
m0_26	m0_26	lin	1e-06	100.0	1.0	1
m0_27	m0_27	lin	1e-06	100.0	1.0	1
m0_28	m0_28	lin	1e-06	100.0	1.0	1
m0_29	m0_29	lin	1e-06	100.0	1.0	1
m0_30	m0_30	lin	1e-06	100.0	1.0	1
m0_31	m0_31	lin	1e-06	100.0	1.0	1
m0_32	m0_32	lin	1e-06	100.0	1.0	1
m0_33	m0_33	lin	1e-06	100.0	1.0	1
m0_34	m0_34	lin	1e-06	100.0	1.0	1
m0_35	m0_35	lin	1e-06	100.0	1.0	1
m0_36	m0_36	lin	1e-06	100.0	1.0	1
m0_37	m0_37	lin	1e-06	100.0	1.0	1
m0_38	m0_38	lin	1e-06	100.0	1.0	1
m0_39	m0_39	lin	1e-06	100.0	1.0	1
m0_40	m0_40	lin	1e-06	100.0	1.0	1
m0_41	m0_41	lin	1e-06	100.0	1.0	1
m0_42	m0_42	lin	1e-06	100.0	1.0	1
m0_43	m0_43	lin	1e-06	100.0	1.0	1
m0_44	m0_44	lin	1e-06	100.0	1.0	1
m0_45	m0_45	lin	1e-06	100.0	1.0	1
m0_46	m0_46	lin	1e-06	100.0	1.0	1
m0_47	m0_47	lin	1e-06	100.0	1.0	1
m0_48	m0_48	lin	1e-06	100.0	1.0	1
m0_49	m0_49	lin	1e-06	100.0	1.0	1
m0_50	m0_50	lin	1e-06	100.0	1.0	1
m0_51	m0_51	lin	1e-06	100.0	1.0	1
m0_52	m0_52	lin	1e-06	100.0	1.0	1
m0_53	m0_53	lin	1e-06	100.0	1.0	1
m0_54	m0_54	lin	1e-06	100.0	1.0	1
m0_55	m0_55	lin	1e-06	100.0	1.0	1
m0_56	m0_56	lin	1e-06	100.0	1.0	1
m0_57	m0_57	lin	1e-06	100.0	1.0	1
m0_58	m0_58	lin	1e-06	100.0	1.0	1
m0_59	m0_59	lin	1e-06	100.0	1.0	1
m0_60	m0_60	lin	1e-06	100.0	1.0	1
m0_61	m0_61	lin	1e-06	100.0	1.0	1
m0_62	m0_62	lin	1e-06	100.0	1.0	1
m0_63	m0_63	lin	1e-06	100.0	1.0	1
m0_64	m0_64	lin	1e-06	100.0	1.0	1
m0_65	m0_65	lin	1e-06	100.0	1.0	1
m0_66	m0_66	lin	1e-06	100.0	1.0	1
m0_67	m0_67	lin	1e-06	100.0	1.0	1
m0_68	m0_68	lin	1e-06	100.0	1.0	1
m0_69	m0_69	lin	1e-06	100.0	1.0	1
m0_70	m0_70	lin	1e-06	100.0	1.0	1
m0_71	m0_71	lin	1e-06	100.0	1.0	1
m0_72	m0_72	lin	1e-06	100.0	1.0	1
m0_73	m0_73	lin	1e-06	100.0	1.0	1
m0_74	m0_74	lin	1e-06	100.0	1.0	1
m0_75	m0_75	lin	1e-06	100.0	1.0	1
m0_76	m0_76	lin	1e-06	100.0	1.0	1
m0_77	m0_77	lin	1e-06	100.0	1.0	1
m0_78	m0_78	lin	1e-06	100.0	1.0	1
m0_79	m0_79	lin	1e-06	100.0	1.0	1
m0_80	m0_80	lin	1e-06	100.0	1.0	1
m0_81	m0_81	lin	1e-06	100.0	1.0	1
m0_82	m0_82	lin	1e-06	100.0	1.0	1
m0_83	m0_83	lin	1e-06	100.0	1.0	1
m0_84	m0_84	lin	1e-06	100.0	1.0	1
m0_85	m0_85	lin	1e-06	100.0	1.0	1
m0_86	m0_86	lin	1e-06	100.0	1.0	1
m0_87	m0_87	lin	1e-06	100.0	1.0	1
m0_88	m0_88	lin	1e-06	100.0	1.0	1
m0_89	m0_89	lin	1e-06	100.0	1.0	1
m0_90	m0_90	lin	1e-06	100.0	1.0	1
m0_91	m0_91	lin	1e-06	100.0	1.0	1
m0_92	m0_92	lin	1e-06	100.0	1.0	1
m0_93	m0_93	lin	1e-06	100.0	1.0	1
m0_94	m0_94	lin	1e-06	100.0	1.0	1
m0_95	m0_95	lin	1e-06	100.0	1.0	1
m0_96	m0_96	lin	1e-06	100.0	1.0	1
m0_97	m0_97	lin	1e-06	100.0	1.0	1
m0_98	m0_98	lin	1e-06	100.0	1.0	1
m0_99	m0_99	lin	1e-06	100.0	1.0	1
m0_100	m0_100	lin	1e-06	100.0	1.0	1
m0_101	m0_101	lin	1e-06	100.0	1.0	1
m0_102	m0_102	lin	1e-06	100.0	1.0	1
m0_103	m0_103	lin	1e-06	100.0	1.0	1
m0_104	m0_104	lin	1e-06	100.0	1.0	1
m0_105	m0_105	lin	1e-06	100.0	1.0	1
m0_106	m0_106	lin	1e-06	100.0	1.0	1
m0_107	m0_107	lin	1e-06	100.0	1.0	1
m0_108	m0_108	lin	1e-06	100.0	1.0	1
m0_109	m0_109	lin	1e-06	100.0	1.0	1
m0_110	m0_110	lin	1e-06	100.0	1.0	1
m0_111	m0_111	lin	1e-06	100.0	1.0	1
m0_112	m0_112	lin	1e-06	100.0	1.0	1
m0_113	m0_113	lin	1e-06	100.0	1.0	1
m0_114	m0_114	lin	1e-06	100.0	1.0	1
m0_115	m0_115	lin	1e-06	100.0	1.0	1
m0_116	m0_116	lin	1e-06	100.0	1.0	1
m0_117	m0_117	lin	1e-06	100.0	1.0	1
m0_118	m0_118	lin	1e-06	100.0	1.0	1
m0_119	m0_119	lin	1e-06	100.0	1.0	1
m0_120	m0_120	lin	1e-06	100.0	1.0	1
m0_121	m0_121	lin	1e-06	100.0	1.0	1
m0_122	m0_122	lin	1e-06	100.0	1.0	1
m0_123	m0_123	lin	1e-06	100.0	1.0	1
m0_124	m0_124	lin	1e-06	100.0	1.0	1
m0_125	m0_125	lin	1e-06	100.0	1.0	1
m0_126	m0_126	lin	1e-06	100.0	1.0	1
m0_127	m0_127	lin	1e-06	100.0	1.0	1
m0_128	m0_128	lin	1e-06	100.0	1.0	1
m0_129	m0_129	lin	1e-06	100.0	1.0	1
m0_130	m0_130	lin	1e-06	100.0	1.0	1
m0_131	m0_131	lin	1e-06	100.0	1.0	1
m0_132	m0_132	lin	1e-06	100.0	1.0	1
m0_133	m0_133	lin	1e-06	100.0	1.0	1
m0_134	m0_134	lin	1e-06	100.0	1.0	1
m0_135	m0_135	lin	1e-06	100.0	1.0	1
m0_136	m0_136	lin	1e-06	100.0	1.0	1
m0_137	m0_137	lin	1e-06	100.0	1.0	1
m0_138	m0_138	lin	1e-06	100.0	1.0	1
m0_139	m0_139	lin	1e-06	100.0	1.0	1
m0_140	m0_140	lin	1e-06	100.0	1.0	1
m0_141	m0_141	lin	1e-06	100.0	1.0	1
m0_142	m0_142	lin	1e-06	100.0	1.0	1
m0_143	m0_143	lin	1e-06	100.0	1.0	1
m0_144	m0_144	lin	1e-06	100.0	1.0	1
m0_145	m0_145	lin	1e-06	100.0	1.0	1
m0_146	m0_146	lin	1e-06	100.0	1.0	1
m0_147	m0_147	lin	1e-06	100.0	1.0	1
m0_148	m0_148	lin	1e-06	100.0	1.0	1
m0_149	m0_149	lin	1e-06	100.0	1.0	1
m0_150	m0_150	lin	1e-06	100.0	1.0	1
m0_151	m0_151	lin	1e-06	100.0	1.0	1
m0_152	m0_152	lin	1e-06	100.0	1.0	1
m0_153	m0_153	lin	1e-06	100.0	1.0	1
m0_154	m0_154	lin	1e-06	100.0	1.0	1
m0_155	m0_155	lin	1e-06	100.0	1.0	1
m0_156	m0_156	lin	1e-06	100.0	1.0	1
m0_157	m0_157	lin	1e-06	100.0	1.0	1
m0_158	m0_158	lin	1e-06	100.0	1.0	1
m0_159	m0_159	lin	1e-06	100.0	1.0	1
m0_160	m0_160	lin	1e-06	100.0	1.0	1
m0_161	m0_161	lin	1e-06	100.0	1.0	1
m0_162	m0_162	lin	1e-06	100.0	1.0	1
m0_163	m0_163	lin	1e-06	100.0	1.0	1
m0_164	m0_164	lin	1e-06	100.0	1.0	1
m0_165	m0_165	lin	1e-06	100.0	1.0	1
m0_166	m0_166	lin	1e-06	100.0	1.0	1
m0_167	m0_167	lin	1e-06	100.0	1.0	1
m0_168	m0_168	lin	1e-06	100.0	1.0	1
m0_169	m0_169	lin	1e-06	100.0	1.0	1
m0_170	m0_170	lin	1e-06	100.0	1.0	1
m0_171	m0_171	lin	1e-06	100.0	1.0	1
m0_172	m0_172	lin	1e-06	100.0	1.0	1
m0_173	m0_173	lin	1e-06	100.0	1.0	1
m0_174	m0_174	lin	1e-06	100.0	1.0	1
m0_175	m0_175	lin	1e-06	100.0	1.0	1
m0_176	m0_176	lin	1e-06	100.0	1.0	1
m0_177	m0_177	lin	1e-06	100.0	1.0	1
m0_178	m0_178	lin	1e-06	100.0	1.0	1
m0_179	m0_179	lin	1e-06	100.0	1.0	1
m0_180	m0_180	lin	1e-06	100.0	1.0	1
m0_181	m0_181	lin	1e-06	100.0	1.0	1
m0_182	m0_182	lin	1e-06	100.0	1.0	1
m0_183	m0_183	lin	1e-06	100.0	1.0	1
m0_184	m0_184	lin	1e-06	100.0	1.0	1
m0_185	m0_185	lin	1e-06	100.0	1.0	1
m0_186	m0_186	lin	1e-06	100.0	1.0	1
m0_187	m0_187	lin	1e-06	100.0	1.0	1
m0_188	m0_188	lin	1e-06	100.0	1.0	1
m0_189	m0_189	lin	1e-06	100.0	1.0	1
m0_190	m0_190	lin	1e-06	100.0	1.0	1
m0_191	m0_191	lin	1e-06	100.0	1.0	1
m0_192	m0_192	lin	1e-06	100.0	1.0	1
m0_193	m0_193	lin	1e-06	100.0	1.0	1
m0_194	m0_194	lin	1e-06	100.0	1.0	1
m0_195	m0_195	lin	1e-06	100.0	1.0	1
m0_196	m0_196	lin	1e-06	100.0	1.0	1
m0_197	m0_197	lin	1e-06	100.0	1.0	1
m0_198	m0_198	lin	1e-06	100.0	1.0	1
m0_199	m0_199	lin	1e-06	100.0	1.0	1
m0_200	m0_200	lin	1e-06	100.0	1.0	1
p0_1	p0_1	lin	1e-06	100.0	1.0	1
p0_2	p0_2	lin	1e-06	100.0	1.0	1
p0_3	p0_3	lin	1e-06	100.0	1.0	1
p0_4	p0_4	lin	1e-06	100.0	1.0	1
p0_5	p0_5	lin	1e-06	100.0	1.0	1
p0_6	p0_6	lin	1e-06	100.0	1.0	1
p0_7	p0_7	lin	1e-06	100.0	1.0	1
p0_8	p0_8	lin	1e-06	100.0	1.0	1
p0_9	p0_9	lin	1e-06	100.0	1.0	1
p0_10	p0_10	lin	1e-06	100.0	1.0	1
p0_11	p0_11	lin	1e-06	100.0	1.0	1
p0_12	p0_12	lin	1e-06	100.0	1.0	1
p0_13	p0_13	lin	1e-06	100.0	1.0	1
p0_14	p0_14	lin	1e-06	100.0	1.0	1
p0_15	p0_15	lin	1e-06	100.0	1.0	1
p0_16	p0_16	lin	1e-06	100.0	1.0	1
p0_17	p0_17	lin	1e-06	100.0	1.0	1
p0_18	p0_18	lin	1e-06	100.0	1.0	1
p0_19	p0_19	lin	1e-06	100.0	1.0	1
p0_20	p0_20	lin	1e-06	100.0	1.0	1
p0_21	p0_21	lin	1e-06	100.0	1.0	1
p0_22	p0_22	lin	1e-06	100.0	1.0	1
p0_23	p0_23	lin	1e-06	100.0	1.0	1
p0_24	p0_24	lin	1e-06	100.0	1.0	1
p0_25	p0_25	lin	1e-06	100.0	1.0	1
p0_26	p0_26	lin	1e-06	100.0	1.0	1
p0_27	p0_27	lin	1e-06	100.0	1.0	1
p0_28	p0_28	lin	1e-06	100.0	1.0	1
p0_29	p0_29	lin	1e-06	100.0	1.0	1
p0_30	p0_30	lin	1e-06	100.0	1.0	1
p0_31	p0_31	lin	1e-06	100.0	1.0	1
p0_32	p0_32	lin	1e-06	100.0	1.0	1
p0_33	p0_33	lin	1e-06	100.0	1.0	1
p0_34	p0_34	lin	1e-06	100.0	1.0	1
p0_35	p0_35	lin	1e-06	100.0	1.0	1
p0_36	p0_36	lin	1e-06	100.0	1.0	1
p0_37	p0_37	lin	1e-06	100.0	1.0	1
p0_38	p0_38	lin	1e-06	100.0	1.0	1
p0_39	p0_39	lin	1e-06	100.0	1.0	1
p0_40	p0_40	lin	1e-06	100.0	1.0	1
p0_41	p0_41	lin	1e-06	100.0	1.0	1
p0_42	p0_42	lin	1e-06	100.0	1.0	1
p0_43	p0_43	lin	1e-06	100.0	1.0	1
p0_44	p0_44	lin	1e-06	100.0	1.0	1
p0_45	p0_45	lin	1e-06	100.0	1.0	1
p0_46	p0_46	lin	1e-06	100.0	1.0	1
p0_47	p0_47	lin	1e-06	100.0	1.0	1
p0_48	p0_48	lin	1e-06	100.0	1.0	1
p0_49	p0_49	lin	1e-06	100.0	1.0	1
p0_50	p0_50	lin	1e-06	100.0	1.0	1
p0_51	p0_51	lin	1e-06	100.0	1.0	1
p0_52	p0_52	lin	1e-06	100.0	1.0	1
p0_53	p0_53	lin	1e-06	100.0	1.0	1
p0_54	p0_54	lin	1e-06	100.0	1.0	1
p0_55	p0_55	lin	1e-06	100.0	1.0	1
p0_56	p0_56	lin	1e-06	100.0	1.0	1
p0_57	p0_57	lin	1e-06	100.0	1.0	1
p0_58	p0_58	lin	1e-06	100.0	1.0	1
p0_59	p0_59	lin	1e-06	100.0	1.0	1
p0_60	p0_60	lin	1e-06	100.0	1.0	1
p0_61	p0_61	lin	1e-06	100.0	1.0	1
p0_62	p0_62	lin	1e-06	100.0	1.0	1
p0_63	p0_63	lin	1e-06	100.0	1.0	1
p0_64	p0_64	lin	1e-06	100.0	1.0	1
p0_65	p0_65	lin	1e-06	100.0	1.0	1
p0_66	p0_66	lin	1e-06	100.0	1.0	1
p0_67	p0_67	lin	1e-06	100.0	1.0	1
p0_68	p0_68	lin	1e-06	100.0	1.0	1
p0_69	p0_69	lin	1e-06	100.0	1.0	1
p0_70	p0_70	lin	1e-06	100.0	1.0	1
p0_71	p0_71	lin	1e-06	100.0	1.0	1
p0_72	p0_72	lin	1e-06	100.0	1.0	1
p0_73	p0_73	lin	1e-06	100.0	1.0	1
p0_74	p0_74	lin	1e-06	100.0	1.0	1
p0_75	p0_75	lin	1e-06	100.0	1.0	1
p0_76	p0_76	lin	1e-06	100.0	1.0	1
p0_77	p0_77	lin	1e-06	100.0	1.0	1
p0_78	p0_78	lin	1e-06	100.0	1.0	1
p0_79	p0_79	lin	1e-06	100.0	1.0	1
p0_80	p0_80	lin	1e-06	100.0	1.0	1
p0_81	p0_81	lin	1e-06	100.0	1.0	1
p0_82	p0_82	lin	1e-06	100.0	1.0	1
p0_83	p0_83	lin	1e-06	100.0	1.0	1
p0_84	p0_84	lin	1e-06	100.0	1.0	1
p0_85	p0_85	lin	1e-06	100.0	1.0	1
p0_86	p0_86	lin	1e-06	100.0	1.0	1
p0_87	p0_87	lin	1e-06	100.0	1.0	1
p0_88	p0_88	lin	1e-06	100.0	1.0	1
p0_89	p0_89	lin	1e-06	100.0	1.0	1
p0_90	p0_90	lin	1e-06	100.0	1.0	1
p0_91	p0_91	lin	1e-06	100.0	1.0	1
p0_92	p0_92	lin	1e-06	100.0	1.0	1
p0_93	p0_93	lin	1e-06	100.0	1.0	1
p0_94	p0_94	lin	1e-06	100.0	1.0	1
p0_95	p0_95	lin	1e-06	100.0	1.0	1
p0_96	p0_96	lin	1e-06	100.0	1.0	1
p0_97	p0_97	lin	1e-06	100.0	1.0	1
p0_98	p0_98	lin	1e-06	100.0	1.0	1
p0_99	p0_99	lin	1e-06	100.0	1.0	1
p0_100	p0_100	lin	1e-06	100.0	1.0	1
p0_101	p0_101	lin	1e-06	100.0	1.0	1
p0_102	p0_102	lin	1e-06	100.0	1.0	1
p0_103	p0_103	lin	1e-06	100.0	1.0	1
p0_104	p0_104	lin	1e-06	100.0	1.0	1
p0_105	p0_105	lin	1e-06	100.0	1.0	1
p0_106	p0_106	lin	1e-06	100.0	1.0	1
p0_107	p0_107	lin	1e-06	100.0	1.0	1
p0_108	p0_108	lin	1e-06	100.0	1.0	1
p0_109	p0_109	lin	1e-06	100.0	1.0	1
p0_110	p0_110	lin	1e-06	100.0	1.0	1
p0_111	p0_111	lin	1e-06	100.0	1.0	1
p0_112	p0_112	lin	1e-06	100.0	1.0	1
p0_113	p0_113	lin	1e-06	100.0	1.0	1
p0_114	p0_114	lin	1e-06	100.0	1.0	1
p0_115	p0_115	lin	1e-06	100.0	1.0	1
p0_116	p0_116	lin	1e-06	100.0	1.0	1
p0_117	p0_117	lin	1e-06	100.0	1.0	1
p0_118	p0_118	lin	1e-06	100.0	1.0	1
p0_119	p0_119	lin	1e-06	100.0	1.0	1
p0_120	p0_120	lin	1e-06	100.0	1.0	1
p0_121	p0_121	lin	1e-06	100.0	1.0	1
p0_122	p0_122	lin	1e-06	100.0	1.0	1
p0_123	p0_123	lin	1e-06	100.0	1.0	1
p0_124	p0_124	lin	1e-06	100.0	1.0	1
p0_125	p0_125	lin	1e-06	100.0	1.0	1
p0_126	p0_126	lin	1e-06	100.0	1.0	1
p0_127	p0_127	lin	1e-06	100.0	1.0	1
p0_128	p0_128	lin	1e-06	100.0	1.0	1
p0_129	p0_129	lin	1e-06	100.0	1.0	1
p0_130	p0_130	lin	1e-06	100.0	1.0	1
p0_131	p0_131	lin	1e-06	100.0	1.0	1
p0_132	p0_132	lin	1e-06	100.0	1.0	1
p0_133	p0_133	lin	1e-06	100.0	1.0	1
p0_134	p0_134	lin	1e-06	100.0	1.0	1
p0_135	p0_135	lin	1e-06	100.0	1.0	1
p0_136	p0_136	lin	1e-06	100.0	1.0	1
p0_137	p0_137	lin	1e-06	100.0	1.0	1
p0_138	p0_138	lin	1e-06	100.0	1.0	1
p0_139	p0_139	lin	1e-06	100.0	1.0	1
p0_140	p0_140	lin	1e-06	100.0	1.0	1
p0_141	p0_141	lin	1e-06	100.0	1.0	1
p0_142	p0_142	lin	1e-06	100.0	1.0	1
p0_143	p0_143	lin	1e-06	100.0	1.0	1
p0_144	p0_144	lin	1e-06	100.0	1.0	1
p0_145	p0_145	lin	1e-06	100.0	1.0	1
p0_146	p0_146	lin	1e-06	100.0	1.0	1
p0_147	p0_147	lin	1e-06	100.0	1.0	1
p0_148	p0_148	lin	1e-06	100.0	1.0	1
p0_149	p0_149	lin	1e-06	100.0	1.0	1
p0_150	p0_150	lin	1e-06	100.0	1.0	1
p0_151	p0_151	lin	1e-06	100.0	1.0	1
p0_152	p0_152	lin	1e-06	100.0	1.0	1
p0_153	p0_153	lin	1e-06	100.0	1.0	1
p0_154	p0_154	lin	1e-06	100.0	1.0	1
p0_155	p0_155	lin	1e-06	100.0	1.0	1
p0_156	p0_156	lin	1e-06	100.0	1.0	1
p0_157	p0_157	lin	1e-06	100.0	1.0	1
p0_158	p0_158	lin	1e-06	100.0	1.0	1
p0_159	p0_159	lin	1e-06	100.0	1.0	1
p0_160	p0_160	lin	1e-06	100.0	1.0	1
p0_161	p0_161	lin	1e-06	100.0	1.0	1
p0_162	p0_162	lin	1e-06	100.0	1.0	1
p0_163	p0_163	lin	1e-06	100.0	1.0	1
p0_164	p0_164	lin	1e-06	100.0	1.0	1
p0_165	p0_165	lin	1e-06	100.0	1.0	1
p0_166	p0_166	lin	1e-06	100.0	1.0	1
p0_167	p0_167	lin	1e-06	100.0	1.0	1
p0_168	p0_168	lin	1e-06	100.0	1.0	1
p0_169	p0_169	lin	1e-06	100.0	1.0	1
p0_170	p0_170	lin	1e-06	100.0	1.0	1
p0_171	p0_171	lin	1e-06	100.0	1.0	1
p0_172	p0_172	lin	1e-06	100.0	1.0	1
p0_173	p0_173	lin	1e-06	100.0	1.0	1
p0_174	p0_174	lin	1e-06	100.0	1.0	1
p0_175	p0_175	lin	1e-06	100.0	1.0	1
p0_176	p0_176	lin	1e-06	100.0	1.0	1
p0_177	p0_177	lin	1e-06	100.0	1.0	1
p0_178	p0_178	lin	1e-06	100.0	1.0	1
p0_179	p0_179	lin	1e-06	100.0	1.0	1
p0_180	p0_180	lin	1e-06	100.0	1.0	1
p0_181	p0_181	lin	1e-06	100.0	1.0	1
p0_182	p0_182	lin	1e-06	100.0	1.0	1
p0_183	p0_183	lin	1e-06	100.0	1.0	1
p0_184	p0_184	lin	1e-06	100.0	1.0	1
p0_185	p0_185	lin	1e-06	100.0	1.0	1
p0_186	p0_186	lin	1e-06	100.0	1.0	1
p0_187	p0_187	lin	1e-06	100.0	1.0	1
p0_188	p0_188	lin	1e-06	100.0	1.0	1
p0_189	p0_189	lin	1e-06	100.0	1.0	1
p0_190	p0_190	lin	1e-06	100.0	1.0	1
p0_191	p0_191	lin	1e-06	100.0	1.0	1
p0_192	p0_192	lin	1e-06	100.0	1.0	1
p0_193	p0_193	lin	1e-06	100.0	1.0	1
p0_194	p0_194	lin	1e-06	100.0	1.0	1
p0_195	p0_195	lin	1e-06	100.0	1.0	1
p0_196	p0_196	lin	1e-06	100.0	1.0	1
p0_197	p0_197	lin	1e-06	100.0	1.0	1
p0_198	p0_198	lin	1e-06	100.0	1.0	1
p0_199	p0_199	lin	1e-06	100.0	1.0	1
p0_200	p0_200	lin	1e-06	100.0	1.0	1
sigma_rel_medium	sigma_rel_medium	lin	1e-08	1.0	0.1	0
sigma_abs_medium	sigma_abs_medium	lin	1e-08	1000000.0	1.0	0
